STNAM,FIPST,leaid11,leanm11,ALL_COHORT_1112,ALL_RATE_1112,MAM_COHORT_1112,MAM_RATE_1112,MAS_COHORT_1112,MAS_RATE_1112,MBL_COHORT_1112,MBL_RATE_1112,MHI_COHORT_1112,MHI_RATE_1112,MTR_COHORT_1112,MTR_RATE_1112,MWH_COHORT_1112,MWH_RATE_1112,CWD_COHORT_1112,CWD_RATE_1112,ECD_COHORT_1112,ECD_RATE_1112,LEP_COHORT_1112,LEP_RATE_1112
WISCONSIN,55,5500570,Athens School District,48,GE90,,,,,,,3,PS,,,45,GE90,2,PS,11,GE50,3,PS
WISCONSIN,55,5500600,Auburndale School District,66,90-94,1,PS,,,,,2,PS,,,63,90-94,7,GE50,20,GE80,,
WISCONSIN,55,5500630,Augusta School District,61,85-89,2,PS,1,PS,,,2,PS,,,56,80-89,3,PS,5,PS,1,PS
WISCONSIN,55,5500720,Baldwin-Woodville Area School District,124,GE95,1,PS,3,PS,4,PS,2,PS,,,114,GE95,16,GE80,,,2,PS
WISCONSIN,55,5500750,Unity School District,83,GE95,4,PS,,,,,,,,,79,GE95,13,GE50,31,GE90,,
WISCONSIN,55,5500780,Bangor School District,63,90-94,,,,,1,PS,,,,,62,GE95,9,GE50,8,GE50,,
WISCONSIN,55,5500810,Baraboo School District,275,92,6,GE50,2,PS,7,GE50,7,GE50,,,253,90-94,35,70-79,85,80-84,4,PS
WISCONSIN,55,5500840,Barneveld School District,29,GE80,,,,,,,,,,,29,GE80,9,GE50,5,PS,,
WISCONSIN,55,5500870,Barron Area School District,125,75-79,3,PS,2,PS,18,60-79,,,,,100,75-79,11,GE50,60,70-79,14,GE50
WISCONSIN,55,5500900,Bayfield School District,37,80-89,23,GE80,,,1,PS,4,PS,,,9,GE50,9,GE50,21,GE80,,
WISCONSIN,55,5500960,Beaver Dam Unified School District,245,93,1,PS,4,PS,5,PS,19,GE80,,,216,90-94,42,80-89,77,85-89,8,GE50
WISCONSIN,55,5500990,Belleville School District,75,GE95,2,PS,2,PS,1,PS,,,,,70,GE95,12,GE50,9,GE50,,
WISCONSIN,55,5501020,Belmont Community School District,20,GE80,,,1,PS,,,,,,,19,GE80,,,5,PS,2,PS
WISCONSIN,55,5501050,Beloit School District,482,84,1,PS,8,GE50,123,75-79,86,75-79,,,264,85-89,68,65-69,269,75-79,31,60-69
WISCONSIN,55,5501080,Beloit Turner School District,85,GE95,2,PS,,,11,GE50,6,GE50,,,65,GE95,6,GE50,5,PS,,
WISCONSIN,55,5501110,Benton School District,14,GE50,,,,,,,1,PS,,,13,GE50,2,PS,5,PS,,
WISCONSIN,55,5501140,Berlin Area School District,150,90-94,,,3,PS,1,PS,16,GE80,,,130,90-94,16,GE80,45,80-89,3,PS
WISCONSIN,55,5501170,Birchwood School District,21,GE80,,,,,,,,,,,21,GE80,3,PS,10,GE50,,
WISCONSIN,55,5501230,Wisconsin Heights School District,68,GE95,1,PS,4,PS,2,PS,1,PS,,,60,GE90,5,PS,3,PS,,
WISCONSIN,55,5501260,Black River Falls School District,138,90-94,17,60-79,,,2,PS,5,PS,,,114,90-94,18,60-79,39,80-89,1,PS
WISCONSIN,55,5501310,Pecatonica Area School District,30,GE80,,,,,,,,,,,30,GE80,4,PS,,,,
WISCONSIN,55,5501350,Bloomer School District,99,GE95,,,,,1,PS,,,,,98,GE95,11,GE50,26,GE80,,
WISCONSIN,55,5501470,Bonduel School District,74,90-94,1,PS,,,1,PS,4,PS,,,68,GE95,6,GE50,25,GE80,1,PS
WISCONSIN,55,5501500,Boscobel Area School District,88,GE95,,,,,1,PS,1,PS,,,86,GE95,19,GE80,35,GE90,,
WISCONSIN,55,5501560,Bowler School District,33,80-89,17,60-79,1,PS,,,1,PS,,,14,GE50,9,GE50,5,PS,,
WISCONSIN,55,5501590,Boyceville Community School District,58,GE90,,,,,,,,,,,58,GE90,7,GE50,20,GE80,,
WISCONSIN,55,5501680,Brillion School District,95,GE95,,,,,1,PS,3,PS,,,91,GE95,8,GE50,17,GE80,2,PS
WISCONSIN,55,5501740,Brodhead School District,96,GE95,2,PS,,,,,3,PS,,,91,GE95,1,PS,4,PS,,
WISCONSIN,55,5501770,Elmbrook School District,639,97,1,PS,50,GE90,26,GE80,17,GE80,,,545,97,77,80-84,57,GE90,2,PS
WISCONSIN,55,5501800,Brown Deer School District,158,90-94,1,PS,18,GE80,87,90-94,7,GE50,,,45,GE90,20,60-79,54,80-89,6,GE50
WISCONSIN,55,5501830,Bruce School District,45,GE90,2,PS,1,PS,,,,,,,42,GE90,4,PS,24,GE80,,
WISCONSIN,55,5501890,Burlington Area School District,318,95,3,PS,3,PS,4,PS,22,GE80,,,286,GE95,35,80-89,71,90-94,2,PS
WISCONSIN,55,5501920,Butternut School District,22,GE80,1,PS,,,,,,,,,21,GE80,7,GE50,9,GE50,,
WISCONSIN,55,5502040,Cadott Community School District,69,90-94,2,PS,,,2,PS,,,,,64,90-94,13,GE50,,,,
WISCONSIN,55,5502070,Cambria-Friesland School District,31,70-79,,,,,,,3,PS,,,28,60-79,8,LT50,14,GE50,,
WISCONSIN,55,5502100,Cambridge School District,75,90-94,,,,,1,PS,,,,,74,90-94,9,GE50,14,GE50,,
WISCONSIN,55,5502130,Cameron School District,91,80-84,1,PS,,,,,4,PS,,,86,80-84,10,GE50,27,60-79,,
WISCONSIN,55,5502160,Campbellsport School District,127,90-94,,,1,PS,2,PS,4,PS,,,120,90-94,14,GE50,7,GE50,1,PS
WISCONSIN,55,5502340,Cashton School District,45,GE90,,,,,,,1,PS,,,44,GE90,9,GE50,9,GE50,1,PS
WISCONSIN,55,5502400,Cassville School District,35,80-89,,,,,,,,,,,35,80-89,2,PS,15,GE50,,
WISCONSIN,55,5502430,Cedar Grove-Belgium Area School District,85,GE95,1,PS,2,PS,,,2,PS,,,80,GE95,11,GE50,15,GE50,1,PS
WISCONSIN,55,5502460,Cedarburg School District,253,GE99,2,PS,7,GE50,3,PS,7,GE50,,,234,GE95,13,GE50,18,GE80,1,PS
WISCONSIN,55,5502520,Chilton School District,89,90-94,,,2,PS,1,PS,3,PS,,,83,90-94,17,GE80,19,GE80,1,PS
WISCONSIN,55,5502550,Chippewa Falls Area Unified School District,374,87,1,PS,5,PS,8,GE50,4,PS,,,356,87,19,LE20,101,75-79,3,PS
WISCONSIN,55,5502580,Clayton School District,30,GE80,1,PS,,,,,,,,,29,GE80,6,GE50,16,GE80,,
WISCONSIN,55,5502610,Clear Lake School District,46,80-89,1,PS,,,,,2,PS,,,43,GE90,6,GE50,15,GE50,,
WISCONSIN,55,5502640,Clinton Community School District,110,90-94,,,,,,,3,PS,,,107,90-94,13,GE50,19,GE80,,
WISCONSIN,55,5502670,Clintonville School District,121,90-94,2,PS,1,PS,1,PS,5,PS,,,112,90-94,17,GE80,45,80-89,3,PS
WISCONSIN,55,5502700,Cochrane-Fountain City School District,46,GE90,,,,,,,3,PS,,,43,GE90,4,PS,16,GE80,,
WISCONSIN,55,5502730,Colby School District,68,GE95,,,,,1,PS,5,PS,,,62,GE95,8,GE50,30,GE80,2,PS
WISCONSIN,55,5502760,Coleman School District,60,GE90,,,,,,,,,,,60,GE90,3,PS,18,GE80,,
WISCONSIN,55,5502790,Colfax School District,57,GE90,,,1,PS,1,PS,,,,,54,GE90,11,GE50,19,GE80,,
WISCONSIN,55,5502820,Columbus School District,96,90-94,,,,,,,,,,,96,90-94,13,GE50,20,GE80,1,PS
WISCONSIN,55,5502880,Cornell School District,35,80-89,1,PS,,,,,1,PS,,,33,80-89,7,GE50,18,60-79,,
WISCONSIN,55,5502910,Crandon School District,71,70-74,27,40-59,,,1,PS,,,,,43,80-89,18,40-59,29,60-79,,
WISCONSIN,55,5502970,Crivitz School District,57,80-89,3,PS,,,1,PS,,,,,53,80-89,11,GE50,3,PS,,
WISCONSIN,55,5503030,Cuba City School District,70,GE95,,,1,PS,,,,,,,69,GE95,6,GE50,18,GE80,,
WISCONSIN,55,5503060,Cudahy School District,209,90,2,PS,1,PS,17,GE80,32,80-89,,,157,90-94,24,GE80,83,80-84,11,GE50
WISCONSIN,55,5503090,Cumberland School District,81,85-89,2,PS,,,1,PS,4,PS,,,74,90-94,8,GE50,38,80-89,3,PS
WISCONSIN,55,5503150,Darlington Community School District,69,90-94,1,PS,,,,,4,PS,,,63,GE95,9,GE50,13,GE50,1,PS
WISCONSIN,55,5503180,De Forest Area School District,259,94,3,PS,11,GE50,9,GE50,9,GE50,,,227,GE95,32,80-89,5,PS,7,GE50
WISCONSIN,55,5503210,De Pere School District,299,91,6,GE50,6,GE50,9,GE50,10,GE50,,,268,90-94,22,40-59,49,80-89,4,PS
WISCONSIN,55,5503240,De Soto Area School District,36,GE90,,,,,,,,,,,36,GE90,5,PS,17,GE80,,
WISCONSIN,55,5503270,Deerfield Community School District,62,GE95,,,,,1,PS,2,PS,,,59,GE90,10,GE50,11,GE50,,
WISCONSIN,55,5503510,Kettle Moraine School District,384,96,6,GE50,5,PS,6,GE50,16,GE80,,,351,97,27,GE80,41,80-89,,
WISCONSIN,55,5503640,Delavan-Darien School District,199,90-94,1,PS,3,PS,4,PS,56,GE90,,,135,90-94,22,GE80,90,90-94,13,GE50
WISCONSIN,55,5503660,Denmark School District,131,90-94,,,3,PS,,,2,PS,,,126,90-94,16,60-79,16,GE80,,
WISCONSIN,55,5503690,Dodgeville School District,100,90-94,2,PS,,,2,PS,6,GE50,,,90,90-94,18,GE80,22,GE80,2,PS
WISCONSIN,55,5503810,Drummond Area School District,25,GE80,,,,,,,,,,,25,GE80,3,PS,13,GE50,,
WISCONSIN,55,5503840,Durand School District,87,GE95,,,1,PS,,,1,PS,,,85,GE95,18,GE80,28,GE80,,
WISCONSIN,55,5503860,Northland Pines School District,115,GE95,2,PS,,,1,PS,3,PS,,,109,GE95,14,GE50,42,GE90,1,PS
WISCONSIN,55,5504020,East Troy Community School District,153,GE95,1,PS,2,PS,1,PS,7,GE50,,,142,GE95,11,GE50,39,GE90,1,PS
WISCONSIN,55,5504050,Eau Claire Area School District,850,86,16,60-79,82,80-84,29,40-59,11,GE50,,,712,88,97,70-74,249,70-74,11,GE50
WISCONSIN,55,5504080,Edgar School District,65,GE95,,,,,,,,,,,65,GE95,8,GE50,1,PS,,
WISCONSIN,55,5504110,Edgerton School District,124,90-94,,,5,PS,3,PS,6,GE50,,,110,90-94,10,LT50,32,80-89,2,PS
WISCONSIN,55,5504170,Elcho School District,26,GE80,2,PS,,,,,1,PS,,,23,GE80,8,GE50,16,GE80,,
WISCONSIN,55,5504200,Eleva-Strum School District,50,GE90,,,,,1,PS,,,,,49,GE90,7,GE50,21,GE80,,
WISCONSIN,55,5504230,Elk Mound Area School District,72,90-94,,,13,GE50,,,,,,,58,GE90,6,GE50,27,60-79,9,GE50
WISCONSIN,55,5504260,Elkhart Lake-Glenbeulah School District,35,GE90,,,,,,,,,,,35,GE90,4,PS,,,,
WISCONSIN,55,5504290,Elkhorn Area School District,242,91,1,PS,3,PS,5,PS,28,GE80,,,205,90-94,16,40-59,3,PS,15,GE50
WISCONSIN,55,5504320,Ellsworth Community School District,142,GE95,1,PS,2,PS,2,PS,1,PS,,,136,GE95,13,GE50,34,GE90,,
WISCONSIN,55,5504350,Elmwood School District,24,GE80,,,,,,,,,,,23,GE80,3,PS,9,GE50,1,PS
WISCONSIN,55,5504380,Royall School District,38,80-89,,,,,1,PS,,,,,36,80-89,8,GE50,16,60-79,,
WISCONSIN,55,5504440,Evansville Community School District,143,GE95,,,2,PS,2,PS,5,PS,,,134,GE95,17,GE80,2,PS,4,PS
WISCONSIN,55,5504500,Fall Creek School District,78,85-89,1,PS,,,,,,,,,76,85-89,5,PS,21,60-79,,
WISCONSIN,55,5504530,Fall River School District,33,80-89,,,,,1,PS,,,,,31,GE90,1,PS,7,GE50,,
WISCONSIN,55,5504590,Fennimore Community School District,53,GE90,,,1,PS,,,,,,,52,GE90,7,GE50,,,,
WISCONSIN,55,5504650,Florence County School District,36,80-89,,,,,2,PS,1,PS,,,33,80-89,2,PS,14,GE50,,
WISCONSIN,55,5504680,Fond du Lac School District,551,87,7,GE50,16,60-79,26,60-79,37,80-89,,,465,89,51,40-49,178,75-79,14,GE50
WISCONSIN,55,5504740,Fort Atkinson School District,235,88,2,PS,3,PS,6,GE50,14,GE50,,,210,90-94,5,PS,69,80-84,6,LT50
WISCONSIN,55,5504830,Franklin Public School District,396,82,4,PS,29,GE80,68,15-19,18,GE80,,,277,GE95,36,60-69,43,GE90,9,GE50
WISCONSIN,55,5504860,Frederic School District,49,GE90,2,PS,2,PS,,,,,,,45,GE90,7,GE50,27,GE80,,
WISCONSIN,55,5504890,Northern Ozaukee School District,108,85-89,,,1,PS,6,GE50,4,PS,,,97,85-89,9,GE50,24,60-79,1,PS
WISCONSIN,55,5504920,Freedom Area School District,131,GE95,3,PS,2,PS,,,,,,,125,GE95,3,PS,3,PS,,
WISCONSIN,55,5504960,Galesville-Ettrick-Trempealeau School District,98,GE95,1,PS,,,3,PS,2,PS,,,92,GE95,6,GE50,30,GE80,,
WISCONSIN,55,5504980,North Crawford School District,40,GE90,,,1,PS,,,,,,,39,GE90,5,PS,5,PS,,
WISCONSIN,55,5505160,Germantown School District,343,97,3,PS,9,GE50,22,GE80,5,PS,,,304,98,32,80-89,22,GE80,,
WISCONSIN,55,5505220,Gibraltar Area School District,41,GE90,,,,,,,1,PS,,,40,GE90,2,PS,8,GE50,,
WISCONSIN,55,5505250,Gillett School District,66,90-94,5,PS,,,,,,,,,61,90-94,15,GE50,21,60-79,,
WISCONSIN,55,5505280,Gilman School District,34,GE90,,,,,,,,,,,33,GE90,4,PS,10,GE50,,
WISCONSIN,55,5505370,Gilmanton School District,20,GE80,,,1,PS,,,,,,,19,GE80,2,PS,5,PS,,
WISCONSIN,55,5505490,Nicolet UHS School District,301,92,5,PS,13,GE50,58,80-89,21,GE80,,,204,90-94,34,60-69,53,80-89,,
WISCONSIN,55,5505520,Glenwood City School District,50,GE90,,,2,PS,,,2,PS,,,46,GE90,6,GE50,9,GE50,2,PS
WISCONSIN,55,5505580,Goodman-Armstrong Creek School District,17,GE80,,,,,,,,,,,17,GE80,2,PS,5,PS,,
WISCONSIN,55,5505610,Grafton School District,187,90-94,,,3,PS,4,PS,5,PS,,,175,90-94,25,60-79,21,GE80,,
WISCONSIN,55,5505640,Granton Area School District,13,GE50,,,,,1,PS,,,,,12,GE50,2,PS,5,PS,,
WISCONSIN,55,5505670,Grantsburg School District,228,45,6,LT50,5,PS,13,LT50,13,LT50,,,191,50-54,37,30-39,42,50-59,1,PS
WISCONSIN,55,5505730,Black Hawk School District,40,GE90,,,,,,,,,,,40,GE90,8,GE50,19,GE80,,
WISCONSIN,55,5505820,Green Bay Area Public School District,1508,80,86,60-64,106,80-84,120,50-54,235,60-64,,,961,89,250,60-64,690,69,142,45-49
WISCONSIN,55,5505880,Green Lake School District,23,GE80,,,1,PS,,,,,,,22,GE80,4,PS,2,PS,,
WISCONSIN,55,5505910,Greendale School District,226,94,1,PS,11,GE50,5,PS,9,GE50,,,200,GE95,17,60-79,40,80-89,3,PS
WISCONSIN,55,5505940,Greenfield School District,284,89,6,GE50,19,GE80,18,60-79,42,GE90,,,199,90-94,22,40-59,88,80-84,11,GE50
WISCONSIN,55,5505970,Greenwood School District,31,GE90,,,,,,,,,,,31,GE90,,,,,,
WISCONSIN,55,5506000,Whitnall School District,221,97,3,PS,8,GE50,5,PS,15,GE50,,,190,GE95,26,GE80,47,GE90,1,PS
WISCONSIN,55,5506030,Hamilton School District,345,96,3,PS,22,GE80,13,GE50,9,GE50,,,298,GE95,32,80-89,37,80-89,3,PS
WISCONSIN,55,5506060,Saint Croix Central School District,89,GE95,,,3,PS,1,PS,2,PS,,,83,GE95,14,GE50,17,GE80,1,PS
WISCONSIN,55,5506120,Hartford UHS School District,386,92,4,PS,4,PS,9,GE50,15,GE50,,,354,94,41,70-79,2,PS,3,PS
WISCONSIN,55,5506180,Arrowhead UHS School District,544,98,3,PS,11,GE50,6,GE50,13,GE50,,,511,98,37,70-79,31,GE90,4,PS
WISCONSIN,55,5506270,Hayward Community School District,166,80-84,42,40-49,4,PS,1,PS,4,PS,,,115,90-94,18,40-59,17,LE20,,
WISCONSIN,55,5506300,Southwestern Wisconsin School District,48,GE90,,,,,1,PS,,,,,47,GE90,7,GE50,1,PS,,
WISCONSIN,55,5506420,Highland School District,19,GE80,,,,,,,,,,,19,GE80,1,PS,5,PS,,
WISCONSIN,55,5506450,Hilbert School District,54,GE90,,,,,1,PS,1,PS,,,52,GE90,3,PS,10,GE50,1,PS
WISCONSIN,55,5506480,Hillsboro School District,51,GE90,1,PS,1,PS,,,1,PS,,,48,GE90,5,PS,23,GE80,,
WISCONSIN,55,5506540,Holmen School District,286,98,3,PS,37,GE90,4,PS,4,PS,,,238,GE95,37,80-89,81,GE95,10,GE50
WISCONSIN,55,5506570,Horicon School District,72,85-89,,,,,1,PS,3,PS,,,68,85-89,4,PS,21,60-79,,
WISCONSIN,55,5506600,Hortonville Area School District,275,93,1,PS,2,PS,1,PS,9,GE50,,,262,90-94,26,GE80,11,GE50,2,PS
WISCONSIN,55,5506630,Howard-Suamico School District,427,94,5,PS,8,GE50,7,GE50,11,GE50,,,396,94,33,70-79,60,80-89,3,PS
WISCONSIN,55,5506660,Howards Grove School District,88,GE95,,,,,,,,,,,88,GE95,14,GE50,10,GE50,,
WISCONSIN,55,5506690,Hudson School District,409,93,2,PS,13,GE50,4,PS,10,GE50,,,380,93,42,60-69,51,70-79,3,PS
WISCONSIN,55,5506750,Hurley School District,50,GE90,,,1,PS,,,,,,,49,GE90,6,GE50,21,GE80,,
WISCONSIN,55,5506780,Hustisford School District,36,GE90,,,1,PS,2,PS,1,PS,,,32,GE90,1,PS,10,GE50,,
WISCONSIN,55,5506810,Independence School District,31,GE90,,,,,,,,,,,30,GE80,3,PS,6,GE50,,
WISCONSIN,55,5506840,Iola-Scandinavia School District,58,GE90,,,,,,,,,,,58,GE90,6,GE50,23,GE80,,
WISCONSIN,55,5506870,Iowa-Grant School District,60,GE90,,,,,1,PS,,,,,59,GE90,8,GE50,17,GE80,,
WISCONSIN,55,5506960,Ithaca School District,27,GE80,,,,,,,,,,,27,GE80,7,GE50,10,GE50,,
WISCONSIN,55,5507020,Janesville School District,835,86,20,GE80,14,GE50,55,60-69,64,70-74,,,682,89,34,20-29,315,77,27,40-59
WISCONSIN,55,5507050,Jefferson School District,162,GE95,5,PS,,,,,15,GE50,,,141,GE95,26,GE80,57,GE90,6,GE50
WISCONSIN,55,5507170,Johnson Creek School District,38,GE90,,,2,PS,1,PS,3,PS,,,32,GE90,2,PS,11,GE50,2,PS
WISCONSIN,55,5507230,Juda School District,19,GE80,,,,,,,,,,,18,GE80,1,PS,3,PS,,
WISCONSIN,55,5507260,Dodgeland School District,67,90-94,3,PS,,,,,5,PS,,,59,GE90,9,GE50,16,GE80,,
WISCONSIN,55,5507290,Kaukauna Area School District,290,89,11,GE50,7,GE50,3,PS,7,GE50,,,262,90-94,36,50-59,62,70-74,4,PS
WISCONSIN,55,5507320,Kenosha School District,1806,80,14,GE50,45,80-89,322,65,334,72,,,1091,87,239,65-69,751,70,78,60-64
WISCONSIN,55,5507380,Kewaskum School District,190,GE95,1,PS,1,PS,,,5,PS,,,183,GE95,8,GE50,26,GE80,2,PS
WISCONSIN,55,5507410,Kewaunee School District,88,90-94,,,1,PS,,,1,PS,,,86,90-94,15,GE50,8,GE50,1,PS
WISCONSIN,55,5507440,Kiel Area School District,115,GE95,2,PS,,,,,1,PS,,,112,GE95,12,GE50,11,GE50,,
WISCONSIN,55,5507470,Kimberly Area School District,369,96,2,PS,10,GE50,2,PS,8,GE50,,,347,96,18,60-79,49,GE90,1,PS
WISCONSIN,55,5507500,Kohler School District,29,GE80,,,,,,,,,,,29,GE80,1,PS,,,,
WISCONSIN,55,5507530,La Crosse School District,567,93,12,GE50,51,80-89,38,70-79,11,GE50,,,455,96,35,60-69,6,LT50,23,60-79
WISCONSIN,55,5507560,La Farge School District,17,GE80,,,,,,,1,PS,,,16,GE80,2,PS,8,GE50,,
WISCONSIN,55,5507590,Ladysmith School District,79,90-94,2,PS,,,1,PS,2,PS,,,73,GE95,7,GE50,8,GE50,,
WISCONSIN,55,5507650,Lake Geneva-Genoa City UHS School District,317,94,,,3,PS,6,GE50,37,80-89,,,271,GE95,36,70-79,126,90-94,12,GE50
WISCONSIN,55,5507680,Lake Holcombe School District,28,GE80,,,,,,,,,,,28,GE80,2,PS,,,,
WISCONSIN,55,5507710,Lake Mills Area School District,96,GE95,1,PS,,,1,PS,9,GE50,,,85,GE95,13,GE50,2,PS,,
WISCONSIN,55,5507770,Lancaster Community School District,79,85-89,1,PS,1,PS,1,PS,1,PS,,,75,85-89,13,GE50,18,60-79,,
WISCONSIN,55,5507830,Laona School District,20,60-79,,,,,,,,,,,18,GE80,4,PS,9,GE50,,
WISCONSIN,55,5507860,Lena School District,28,60-79,,,,,,,,,,,28,60-79,4,PS,18,60-79,,
WISCONSIN,55,5508160,Little Chute Area School District,118,90-94,1,PS,1,PS,,,3,PS,,,113,90-94,6,LT50,27,GE80,3,PS
WISCONSIN,55,5508190,Lodi School District,131,GE95,3,PS,3,PS,2,PS,3,PS,,,120,GE95,10,GE50,12,GE50,2,PS
WISCONSIN,55,5508220,Lomira School District,75,GE95,1,PS,4,PS,,,1,PS,,,69,GE95,6,GE50,,,,
WISCONSIN,55,5508250,Loyal School District,49,GE90,2,PS,,,,,1,PS,,,46,GE90,7,GE50,19,GE80,1,PS
WISCONSIN,55,5508280,Luck School District,45,70-79,,,,,1,PS,1,PS,,,43,70-79,7,GE50,4,PS,,
WISCONSIN,55,5508340,Luxemburg-Casco School District,159,GE95,,,,,1,PS,,,,,158,GE95,21,GE80,19,GE80,,
WISCONSIN,55,5508520,Madison Metropolitan School District,1859,75,17,60-79,206,80-84,489,55,242,60-64,,,905,87,327,46,764,55,207,55-59
WISCONSIN,55,5508550,Manawa School District,66,90-94,,,,,1,PS,,,,,65,90-94,5,PS,18,GE80,,
WISCONSIN,55,5508610,Manitowoc School District,430,83,7,GE50,40,70-79,15,GE50,28,60-79,,,340,87,22,LE20,165,75-79,9,GE50
WISCONSIN,55,5508640,Maple School District,122,90-94,4,PS,2,PS,2,PS,1,PS,,,113,90-94,3,PS,46,80-89,,
WISCONSIN,55,5508670,Marathon City School District,58,GE90,,,1,PS,1,PS,2,PS,,,54,GE90,5,PS,10,GE50,2,PS
WISCONSIN,55,5508700,Marinette School District,178,90-94,,,2,PS,2,PS,,,,,174,90-94,4,PS,61,85-89,,
WISCONSIN,55,5508730,Marion School District,45,80-89,1,PS,1,PS,,,1,PS,,,42,80-89,4,PS,14,GE50,,
WISCONSIN,55,5508760,Markesan School District,56,80-89,,,,,1,PS,8,GE50,,,47,GE90,4,PS,20,60-79,5,PS
WISCONSIN,55,5508790,Marshall School District,88,85-89,,,,,1,PS,8,GE50,,,79,85-89,5,PS,25,60-79,4,PS
WISCONSIN,55,5508820,Marshfield Unified School District,327,94,4,PS,11,GE50,6,GE50,4,PS,,,302,95,29,60-79,71,85-89,3,PS
WISCONSIN,55,5508850,Mauston School District,133,85-89,4,PS,2,PS,1,PS,4,PS,,,122,85-89,12,GE50,6,LT50,3,PS
WISCONSIN,55,5508880,Mayville School District,114,GE95,3,PS,2,PS,,,3,PS,,,106,GE95,5,PS,,,2,PS
WISCONSIN,55,5508910,McFarland School District,205,85,1,PS,4,PS,8,GE50,12,GE50,,,180,85-89,23,60-79,44,70-79,5,PS
WISCONSIN,55,5508940,Medford Area Public School District,171,90-94,,,1,PS,2,PS,6,GE50,,,162,90-94,19,60-79,54,80-89,2,PS
WISCONSIN,55,5508970,Mellen School District,15,GE50,1,PS,1,PS,,,,,,,13,GE50,4,PS,11,GE50,,
WISCONSIN,55,5509000,Melrose-Mindoro School District,54,GE90,2,PS,1,PS,,,,,,,51,GE90,6,GE50,19,GE80,,
WISCONSIN,55,5509030,Menasha Joint School District,279,92,5,PS,15,GE50,7,GE50,47,GE90,,,205,90-94,29,GE80,129,80-84,25,GE80
WISCONSIN,55,5509060,Menomonee Falls School District,381,97,4,PS,17,GE80,51,GE90,13,GE50,,,296,GE95,40,80-89,54,GE90,4,PS
WISCONSIN,55,5509070,Menominee Indian School District,74,90-94,70,90-94,,,3,PS,,,,,1,PS,20,GE80,63,90-94,,
WISCONSIN,55,5509090,Menomonie Area School District,271,94,8,GE50,32,GE90,4,PS,9,GE50,,,218,GE95,27,60-79,88,90-94,8,GE50
WISCONSIN,55,5509130,Mequon-Thiensville School District,339,GE99,,,23,GE80,27,GE80,7,GE50,,,282,GE95,34,GE90,28,GE80,3,PS
WISCONSIN,55,5509150,Mercer School District,12,GE50,,,,,,,,,,,11,GE50,1,PS,7,GE50,,
WISCONSIN,55,5509210,Merrill Area School District,292,86,2,PS,3,PS,,,,,,,286,85-89,53,80-89,94,80-84,,
WISCONSIN,55,5509510,Middleton-Cross Plains Area School District,484,84,3,PS,19,60-79,38,50-59,26,40-59,,,398,90,45,70-79,62,55-59,10,LT50
WISCONSIN,55,5509570,Milton School District,239,90,,,5,PS,4,PS,5,PS,,,225,90-94,20,60-79,56,80-89,1,PS
WISCONSIN,55,5509600,Milwaukee School District,6034,62,42,50-59,338,78,3846,59,1122,62,,,686,70,960,44,4592,59,429,51
WISCONSIN,55,5509630,Lakeland UHS School District,190,90-94,35,80-89,1,PS,,,4,PS,,,150,GE95,27,GE80,86,90-94,,
WISCONSIN,55,5509660,Mineral Point Unified School District,60,GE90,1,PS,,,,,,,,,59,GE90,8,GE50,11,GE50,,
WISCONSIN,55,5509720,Northwood School District,33,GE90,,,,,,,2,PS,,,31,GE90,5,PS,12,GE50,,
WISCONSIN,55,5509750,Mishicot School District,73,90-94,1,PS,1,PS,,,,,,,71,90-94,4,PS,15,GE50,1,PS
WISCONSIN,55,5509780,Mondovi School District,70,90-94,2,PS,,,,,,,,,68,90-94,10,GE50,19,60-79,,
WISCONSIN,55,5509810,Monona Grove School District,222,90,2,PS,10,GE50,11,GE50,10,GE50,,,189,90-94,19,60-79,38,70-79,1,PS
WISCONSIN,55,5509840,Monroe School District,251,90,,,6,GE50,9,GE50,16,GE80,,,220,90-94,26,GE80,9,LT50,6,GE50
WISCONSIN,55,5509870,Montello School District,66,85-89,2,PS,,,,,,,,,64,85-89,9,GE50,27,GE80,,
WISCONSIN,55,5509900,Monticello School District,36,GE90,,,,,,,,,,,36,GE90,,,3,PS,,
WISCONSIN,55,5509960,Mosinee School District,175,90-94,1,PS,4,PS,2,PS,2,PS,,,166,GE95,23,60-79,37,80-89,,
WISCONSIN,55,5509990,Mount Horeb Area School District,168,GE95,1,PS,1,PS,2,PS,3,PS,,,161,GE95,18,60-79,20,GE80,,
WISCONSIN,55,5510060,Mukwonago School District,429,97,1,PS,5,PS,8,GE50,14,GE50,,,401,97,44,80-89,58,GE90,1,PS
WISCONSIN,55,5510140,Riverdale School District,55,80-89,,,,,,,,,,,54,80-89,17,GE80,23,60-79,,
WISCONSIN,55,5510170,Muskego-Norway School District,416,95,4,PS,3,PS,4,PS,18,GE80,,,387,96,35,80-89,59,GE90,2,PS
WISCONSIN,55,5510230,Necedah Area School District,54,80-89,,,1,PS,,,,,,,53,80-89,4,PS,26,GE80,,
WISCONSIN,55,5510320,Neenah Joint School District,506,85,2,PS,13,GE50,12,GE50,18,40-59,,,461,88,64,60-64,113,55-59,5,PS
WISCONSIN,55,5510350,Neillsville School District,81,90-94,3,PS,,,1,PS,,,,,77,90-94,8,GE50,37,GE90,,
