STNAM,FIPST,leaid11,leanm11,ALL_COHORT_1112,ALL_RATE_1112,MAM_COHORT_1112,MAM_RATE_1112,MAS_COHORT_1112,MAS_RATE_1112,MBL_COHORT_1112,MBL_RATE_1112,MHI_COHORT_1112,MHI_RATE_1112,MTR_COHORT_1112,MTR_RATE_1112,MWH_COHORT_1112,MWH_RATE_1112,CWD_COHORT_1112,CWD_RATE_1112,ECD_COHORT_1112,ECD_RATE_1112,LEP_COHORT_1112,LEP_RATE_1112
WASHINGTON,53,5305850,North Thurston Public Schools,946,85,18,60-79,120,90-94,70,80-84,122,75-79,87,90-94,529,85,80,70-74,344,77,33,50-59
WASHINGTON,53,5305880,Northport School District,18,60-79,,,,,,,1,PS,,,17,60-79,2,PS,14,GE50,,
WASHINGTON,53,5305910,Northshore School District,1469,91,10,GE50,172,GE95,27,GE80,121,80-84,46,GE90,1092,92,180,65-69,276,80-84,27,60-79
WASHINGTON,53,5305940,Oak Harbor School District,413,75,3,PS,56,60-69,43,70-79,39,70-79,8,GE50,264,75-79,39,40-49,161,60-64,5,PS
WASHINGTON,53,5305970,Oakesdale School District,7,GE50,,,,,,,,,,,7,GE50,1,PS,2,PS,,
WASHINGTON,53,5306000,Oakville School District,29,60-79,12,GE50,,,,,,,,,16,GE80,2,PS,23,60-79,,
WASHINGTON,53,5306060,Ocean Beach School District,67,80-84,,,1,PS,,,9,GE50,2,PS,55,80-89,11,GE50,43,70-79,1,PS
WASHINGTON,53,5306090,Ocosta School District,52,80-89,3,PS,3,PS,,,3,PS,3,PS,40,80-89,5,PS,30,60-79,2,PS
WASHINGTON,53,5306120,Odessa School District,19,60-79,,,,,,,2,PS,1,PS,16,GE80,2,PS,7,GE50,,
WASHINGTON,53,5306150,Okanogan School District,47,80-89,6,GE50,,,,,13,GE50,,,28,GE80,7,GE50,27,GE80,2,PS
WASHINGTON,53,5306180,Olympia School District,753,85,8,GE50,66,85-89,10,GE50,40,70-79,48,80-89,580,85,64,55-59,193,65-69,10,LT50
WASHINGTON,53,5306220,Omak School District,129,80-84,33,60-69,1,PS,,,29,GE80,7,GE50,59,GE90,17,60-79,86,75-79,3,PS
WASHINGTON,53,5306240,Onalaska School District,70,75-79,,,1,PS,,,3,PS,2,PS,64,80-84,3,PS,35,80-89,,
WASHINGTON,53,5306300,Orcas Island School District,30,60-79,,,1,PS,1,PS,,,,,28,60-79,4,PS,12,GE50,1,PS
WASHINGTON,53,5306420,Oroville School District,66,75-79,2,PS,,,,,24,60-79,3,PS,37,70-79,12,GE50,45,60-69,6,GE50
WASHINGTON,53,5306450,Orting School District,200,85-89,,,5,PS,,,12,GE50,17,GE80,166,85-89,20,GE80,80,80-84,1,PS
WASHINGTON,53,5306480,Othello School District,233,72,,,2,PS,,,185,65-69,1,PS,45,80-89,31,40-49,183,65-69,63,50-54
WASHINGTON,53,5306540,Palouse School District,13,GE50,1,PS,,,,,2,PS,1,PS,9,GE50,1,PS,5,PS,,
WASHINGTON,53,5306570,Pasco School District,948,71,5,PS,15,GE50,27,60-79,651,68,4,PS,246,75-79,77,45-49,739,69,182,50-54
WASHINGTON,53,5306600,Pateros School District,20,GE80,,,,,,,8,GE50,,,12,GE50,1,PS,14,GE50,,
WASHINGTON,53,5306660,Pe Ell School District,19,GE80,1,PS,,,,,1,PS,,,17,GE80,1,PS,14,GE50,,
WASHINGTON,53,5306690,Peninsula School District,778,79,8,GE50,16,GE80,6,GE50,9,LT50,26,40-59,712,80,76,50-54,208,65-69,4,PS
WASHINGTON,53,5306780,Pomeroy School District,28,GE80,,,,,,,,,,,28,GE80,3,PS,13,GE50,,
WASHINGTON,53,5306820,Port Angeles School District,343,69,11,LT50,6,GE50,3,PS,16,60-79,26,40-59,281,70-74,40,40-49,156,50-54,4,PS
WASHINGTON,53,5306840,Port Townsend School District,103,80-84,3,PS,6,GE50,1,PS,5,PS,,,88,80-84,11,GE50,49,70-79,3,PS
WASHINGTON,53,5306870,Prescott School District,23,60-79,,,,,,,16,60-79,,,7,GE50,1,PS,15,GE50,2,PS
WASHINGTON,53,5306900,Prosser School District,212,79,2,PS,1,PS,1,PS,116,75-79,2,PS,90,80-84,25,40-59,123,75-79,17,40-59
WASHINGTON,53,5306930,Pullman School District,185,90-94,1,PS,19,GE80,8,GE50,9,GE50,6,GE50,142,90-94,17,60-79,46,80-89,6,GE50
WASHINGTON,53,5306960,Puyallup School District,1700,80,14,GE50,123,75-79,72,70-74,173,80-84,182,80-84,1136,80,210,65-69,574,70,22,60-79
WASHINGTON,53,5306990,Quilcene School District,21,GE80,,,,,,,1,PS,2,PS,18,GE80,3,PS,11,GE50,,
WASHINGTON,53,5307020,Quillayute Valley School District,60,70-79,2,PS,2,PS,,,9,GE50,7,GE50,40,70-79,13,LT50,34,50-59,2,PS
WASHINGTON,53,5307050,Lake Quinault School District,22,40-59,8,GE50,,,,,4,PS,,,10,GE50,5,PS,22,40-59,,
WASHINGTON,53,5307080,Quincy School District,203,64,,,,,,,156,60-64,1,PS,46,70-79,17,60-79,167,60-64,51,40-49
WASHINGTON,53,5307110,Rainier School District,85,85-89,,,1,PS,3,PS,5,PS,3,PS,73,85-89,4,PS,27,60-79,,
WASHINGTON,53,5307140,Raymond School District,47,60-69,3,PS,4,PS,1,PS,8,GE50,,,31,60-69,4,PS,36,60-69,5,PS
WASHINGTON,53,5307210,Reardan-Edwall School District,71,90-94,6,GE50,,,1,PS,2,PS,1,PS,61,90-94,5,PS,33,GE90,,
WASHINGTON,53,5307230,Renton School District,956,78,10,GE50,269,85-89,186,65-69,143,60-64,11,GE50,337,81,92,55-59,482,70,90,60-64
WASHINGTON,53,5307260,Republic School District,27,GE80,1,PS,1,PS,,,,,1,PS,24,GE80,1,PS,16,GE80,,
WASHINGTON,53,5307320,Richland School District,902,77,10,GE50,36,80-89,29,GE80,86,65-69,5,PS,736,77,70,55-59,283,60-64,18,60-79
WASHINGTON,53,5307350,Ridgefield School District,161,90-94,,,6,GE50,1,PS,18,GE80,3,PS,133,90-94,9,GE50,59,80-89,3,PS
WASHINGTON,53,5307380,Ritzville School District,29,GE80,,,,,,,,,,,29,GE80,1,PS,9,GE50,,
WASHINGTON,53,5307440,Riverside School District,145,80-84,2,PS,,,3,PS,3,PS,1,PS,136,85-89,22,60-79,74,80-84,,
WASHINGTON,53,5307470,Rochester School District,117,85-89,2,PS,2,PS,,,20,GE80,,,93,80-84,11,GE50,60,70-79,3,PS
WASHINGTON,53,5307560,Rosalia School District,16,GE80,,,,,,,,,,,16,GE80,1,PS,6,GE50,,
WASHINGTON,53,5307620,Royal School District,98,75-79,1,PS,1,PS,,,78,70-74,1,PS,17,GE80,5,PS,97,75-79,26,40-59
WASHINGTON,53,5307650,San Juan Island School District,67,85-89,,,2,PS,,,11,GE50,3,PS,51,80-89,12,GE50,31,80-89,1,PS
WASHINGTON,53,5307710,Seattle Public Schools,3300,75,48,60-69,837,76,745,63,374,61,62,85-89,1234,85,410,52,1695,66,424,45
WASHINGTON,53,5307740,Sedro-Woolley School District,267,89,3,PS,6,GE50,3,PS,31,80-89,3,PS,221,90-94,26,GE80,130,80-84,10,GE50
WASHINGTON,53,5307770,Selah School District,253,80,6,GE50,,,,,38,70-79,,,209,80-84,19,40-59,98,60-64,3,PS
WASHINGTON,53,5307800,Selkirk School District,23,GE80,,,1,PS,,,1,PS,,,21,GE80,3,PS,17,GE80,,
WASHINGTON,53,5307830,Sequim School District,214,77,5,PS,5,PS,3,PS,25,GE80,8,GE50,168,75-79,24,40-59,99,65-69,3,PS
WASHINGTON,53,5307900,Shelton School District,389,62,13,LT50,4,PS,5,PS,35,50-59,19,40-59,313,66,56,30-39,234,50-54,9,LT50
WASHINGTON,53,5307920,Shoreline School District,739,85,4,PS,135,80-84,47,70-79,66,75-79,62,85-89,425,87,88,55-59,218,70-74,45,60-69
WASHINGTON,53,5307980,Skykomish School District,2,PS,,,,,,,1,PS,,,1,PS,1,PS,,,,
WASHINGTON,53,5308020,Snohomish School District,837,84,5,PS,38,80-89,7,LT50,44,60-69,28,GE80,714,85,120,65-69,193,65-69,17,40-59
WASHINGTON,53,5308040,Snoqualmie Valley School District,381,77,5,PS,13,GE50,5,PS,16,21-39,5,PS,337,79,37,60-69,67,45-49,5,PS
WASHINGTON,53,5308070,Soap Lake School District,14,GE50,,,,,1,PS,4,PS,,,9,GE50,2,PS,13,GE50,3,PS
WASHINGTON,53,5308100,South Bend School District,44,80-89,2,PS,1,PS,,,11,GE50,5,PS,25,GE80,8,GE50,21,60-79,5,PS
WASHINGTON,53,5308130,Tukwila School District,214,60,2,PS,62,65-69,42,60-69,57,40-49,5,PS,46,70-79,18,LE20,172,55-59,70,35-39
WASHINGTON,53,5308160,South Kitsap School District,768,76,24,60-79,61,75-79,25,60-79,51,60-69,26,GE80,581,76,83,45-49,316,63,6,LT50
WASHINGTON,53,5308190,South Whidbey School District,153,85-89,4,PS,5,PS,1,PS,5,PS,1,PS,137,90-94,11,GE50,44,70-79,,
WASHINGTON,53,5308250,Spokane School District,2207,77,54,50-59,101,65-69,69,70-74,128,70-74,139,70-74,1715,79,256,60-64,1300,69,114,55-59
WASHINGTON,53,5308280,Sprague School District,4,PS,,,,,,,1,PS,,,3,PS,3,PS,3,PS,,
WASHINGTON,53,5308310,St. John School District,11,GE50,,,,,,,,,2,PS,9,GE50,2,PS,2,PS,,
WASHINGTON,53,5308340,Stanwood-Camano School District,454,78,4,PS,7,GE50,5,PS,38,60-69,23,GE80,377,79,52,60-69,155,65-69,5,PS
WASHINGTON,53,5308460,Steilacoom Hist. School District,213,84,2,PS,19,GE80,11,GE50,31,80-89,22,GE80,128,85-89,22,40-59,50,60-69,3,PS
WASHINGTON,53,5308520,Stevenson-Carson School District,77,75-79,1,PS,1,PS,,,5,PS,2,PS,68,70-74,7,LT50,39,60-69,,
WASHINGTON,53,5308550,Sultan School District,152,65-69,1,PS,2,PS,1,PS,15,GE50,1,PS,132,65-69,28,40-59,58,60-69,3,PS
WASHINGTON,53,5308610,Sumner School District,716,81,12,GE50,21,40-59,10,GE50,61,85-89,22,GE80,590,82,87,60-64,254,65-69,10,GE50
WASHINGTON,53,5308670,Sunnyside School District,425,77,,,2,PS,1,PS,373,77,,,49,80-89,48,70-79,407,78,76,45-49
WASHINGTON,53,5308700,Tacoma School District,1900,74,31,50-59,286,70-74,314,66,250,60-64,121,70-74,898,79,188,60-64,1073,66,81,55-59
WASHINGTON,53,5308730,Taholah School District,17,40-59,13,GE50,,,,,,,3,PS,,,3,PS,16,40-59,,
WASHINGTON,53,5308760,Tahoma School District,544,86,3,PS,18,GE80,18,GE80,44,80-89,20,GE80,441,87,58,60-69,100,65-69,3,PS
WASHINGTON,53,5308790,Tekoa School District,17,GE80,3,PS,,,,,1,PS,,,13,GE50,7,GE50,15,GE50,,
WASHINGTON,53,5308820,Tenino School District,87,70-74,,,1,PS,2,PS,5,PS,,,79,70-74,9,GE50,43,60-69,,
WASHINGTON,53,5308850,Thorp School District,13,GE50,,,,,,,,,,,13,GE50,2,PS,6,LT50,,
WASHINGTON,53,5308910,Toledo School District,86,80-84,1,PS,,,,,6,GE50,3,PS,76,80-84,13,GE50,45,70-79,2,PS
WASHINGTON,53,5308940,Tonasket School District,83,85-89,,,1,PS,,,19,GE80,,,63,85-89,4,PS,56,80-89,5,PS
WASHINGTON,53,5308970,Toppenish School District,239,64,21,60-79,1,PS,,,197,65-69,2,PS,18,40-59,14,LT50,239,60-64,66,55-59
WASHINGTON,53,5309000,Touchet School District,22,GE80,,,,,,,5,PS,,,17,GE80,2,PS,14,GE50,,
WASHINGTON,53,5309030,Toutle Lake School District,53,80-89,1,PS,,,,,2,PS,,,50,80-89,8,LT50,17,40-59,,
WASHINGTON,53,5309060,Trout Lake School District,14,GE50,,,,,,,1,PS,,,13,GE50,3,PS,,,,
WASHINGTON,53,5309100,Tumwater School District,502,83,8,GE50,21,GE80,11,GE50,28,60-79,13,GE50,421,84,48,60-69,140,65-69,6,GE50
WASHINGTON,53,5309180,University Place School District,412,86,1,PS,50,GE90,23,60-79,44,80-89,67,85-89,227,85-89,29,60-79,133,75-79,8,GE50
WASHINGTON,53,5309240,Valley School District,1,PS,,,,,,,,,,,1,PS,,,,,,
WASHINGTON,53,5309270,Vancouver School District,1670,73,20,40-59,90,70-74,72,60-64,256,65-69,54,60-69,1178,76,196,50-54,875,64,85,45-49
WASHINGTON,53,5309300,Vashon Island School District,146,90-94,1,PS,1,PS,3,PS,7,GE50,11,GE50,123,90-94,11,GE50,35,80-89,,
WASHINGTON,53,5309330,Wahkiakum School District,38,70-79,,,1,PS,1,PS,,,1,PS,35,70-79,8,GE50,26,60-79,,
WASHINGTON,53,5309360,Wahluke School District,130,75-79,,,,,,,116,75-79,,,14,GE50,21,60-79,116,75-79,57,70-79
WASHINGTON,53,5309390,Waitsburg School District,22,GE80,1,PS,1,PS,1,PS,,,,,19,GE80,1,PS,7,GE50,,
WASHINGTON,53,5309450,Walla Walla Public Schools,567,78,3,PS,7,GE50,4,PS,188,75-79,15,GE50,350,80,70,60-64,286,70-74,42,60-69
WASHINGTON,53,5309480,Wapato School District,216,72,25,21-39,8,GE50,1,PS,162,75-79,6,GE50,14,GE50,17,GE80,204,75-79,44,70-79
WASHINGTON,53,5309510,Warden School District,78,85-89,,,,,,,65,85-89,,,13,GE50,8,GE50,60,80-89,11,GE50
WASHINGTON,53,5309540,Washougal School District,181,90-94,1,PS,3,PS,,,14,GE50,8,GE50,155,90-94,18,60-79,79,80-84,2,PS
WASHINGTON,53,5309570,Washtucna School District,3,PS,,,,,,,,,,,3,PS,,,3,PS,,
WASHINGTON,53,5309600,Waterville School District,26,GE80,,,,,,,6,GE50,,,20,GE80,2,PS,14,GE50,3,PS
WASHINGTON,53,5309630,Wellpinit School District,15,GE50,10,GE50,,,,,1,PS,1,PS,3,PS,1,PS,11,GE50,,
WASHINGTON,53,5309660,Wenatchee School District,645,65,4,PS,2,PS,5,PS,232,55-59,23,GE80,379,69,45,40-49,355,56,82,30-34
WASHINGTON,53,5309690,West Valley School District (Spokane),219,95,2,PS,2,PS,6,GE50,16,GE80,19,GE80,174,GE95,27,GE80,104,90-94,,
WASHINGTON,53,5309720,West Valley School District (Yakima),353,80,2,PS,6,GE50,5,PS,55,60-69,6,GE50,279,80-84,36,40-49,134,65-69,6,LT50
WASHINGTON,53,5309750,White Pass School District,34,70-79,1,PS,2,PS,,,1,PS,3,PS,27,60-79,4,PS,18,60-79,,
WASHINGTON,53,5309780,White River School District,300,90,8,GE50,3,PS,1,PS,23,60-79,26,GE80,239,90-94,33,60-69,98,80-84,1,PS
WASHINGTON,53,5309810,White Salmon Valley School District,86,80-84,,,1,PS,,,35,80-89,9,GE50,41,70-79,12,GE50,52,80-89,13,GE50
WASHINGTON,53,5309840,Wilbur School District,21,GE80,2,PS,,,,,,,4,PS,15,GE50,4,PS,9,GE50,,
WASHINGTON,53,5309870,Willapa Valley School District,13,GE50,1,PS,,,,,2,PS,2,PS,8,GE50,2,PS,8,GE50,,
WASHINGTON,53,5309900,Wilson Creek School District,5,PS,,,,,,,2,PS,,,3,PS,1,PS,4,PS,,
WASHINGTON,53,5309930,Winlock School District,66,85-89,1,PS,1,PS,1,PS,7,GE50,1,PS,55,80-89,14,GE50,38,70-79,4,PS
WASHINGTON,53,5309990,Wishkah Valley School District,12,GE50,,,,,,,1,PS,,,11,GE50,1,PS,5,PS,,
WASHINGTON,53,5310050,Woodland School District,174,80-84,4,PS,3,PS,3,PS,13,GE50,6,GE50,145,80-84,17,GE80,79,75-79,3,PS
WASHINGTON,53,5310110,Yakima School District,1163,56,10,LT50,16,GE80,16,40-59,793,54,41,60-69,287,60-64,120,35-39,902,54,167,35-39
WASHINGTON,53,5310140,Yelm School District,398,72,5,PS,13,GE50,17,GE80,38,70-79,21,60-79,304,72,33,50-59,171,60-64,4,PS
WASHINGTON,53,5310170,Zillah School District,115,GE95,4,PS,,,,,52,GE90,1,PS,58,GE90,8,GE50,63,GE95,9,GE50
WEST VIRGINIA,54,5400030,BARBOUR COUNTY SCHOOLS,188,70-74,,,,,5,PS,,,,,183,70-74,36,50-59,138,65-69,,
WEST VIRGINIA,54,5400060,BERKELEY COUNTY SCHOOLS,1258,79,,,16,GE80,185,70-74,68,85-89,2,PS,987,81,196,60-64,611,71,25,GE80
WEST VIRGINIA,54,5400090,BOONE COUNTY  SCHOOLS,345,76,,,1,PS,3,PS,2,PS,,,339,76,77,60-64,209,70-74,,
WEST VIRGINIA,54,5400120,BRAXTON COUNTY SCHOOLS,165,85-89,,,,,3,PS,,,,,160,85-89,22,60-79,101,75-79,,
WEST VIRGINIA,54,5400150,BROOKE COUNTY SCHOOLS,246,89,,,1,PS,3,PS,1,PS,1,PS,240,85-89,51,70-79,129,80-84,,
WEST VIRGINIA,54,5400180,CABELL COUNTY SCHOOLS,940,72,2,PS,8,GE50,80,70-74,4,PS,2,PS,844,72,109,45-49,525,58,7,GE50
WEST VIRGINIA,54,5400210,CALHOUN COUNTY SCHOOLS,89,80-84,,,1,PS,1,PS,,,,,87,80-84,11,GE50,68,80-84,,
WEST VIRGINIA,54,5400240,CLAY COUNTY SCHOOLS,183,70-74,,,,,4,PS,,,,,179,70-74,32,70-79,138,80-84,,
WEST VIRGINIA,54,5400270,DODDRIDGE COUNTY SCHOOLS,103,75-79,1,PS,,,,,,,,,102,75-79,22,60-79,67,70-74,,
WEST VIRGINIA,54,5400300,FAYETTE COUNTY SCHOOLS,533,69,1,PS,1,PS,37,70-79,,,,,493,69,50,30-39,351,66,,
WEST VIRGINIA,54,5400330,GILMER COUNTY SCHOOLS,70,85-89,,,,,1,PS,1,PS,1,PS,67,85-89,14,GE50,41,80-89,1,PS
WEST VIRGINIA,54,5400360,GRANT COUNTY SCHOOLS,148,90-94,,,,,2,PS,,,,,146,90-94,33,70-79,87,90-94,,
WEST VIRGINIA,54,5400390,GREENBRIER COUNTY SCHOOLS,419,82,,,,,14,GE50,,,,,404,82,61,65-69,261,75-79,2,PS
WEST VIRGINIA,54,5400420,HAMPSHIRE COUNTY SCHOOLS,287,80,,,,,6,GE50,7,GE50,,,273,80-84,50,50-59,186,70-74,,
WEST VIRGINIA,54,5400450,HANCOCK COUNTY SCHOOLS,307,81,,,2,PS,14,GE50,1,PS,,,290,80-84,58,60-69,141,70-74,,
WEST VIRGINIA,54,5400480,HARDY COUNTY SCHOOLS,162,80-84,,,,,9,GE50,4,PS,,,149,80-84,23,60-79,96,80-84,,
WEST VIRGINIA,54,5400510,HARRISON COUNTY SCHOOLS,906,78,,,2,PS,28,60-79,5,PS,,,871,78,152,55-59,455,64,4,PS
WEST VIRGINIA,54,5400540,JACKSON COUNTY SCHOOLS,401,82,,,,,,,3,PS,,,398,82,71,65-69,193,70-74,2,PS
WEST VIRGINIA,54,5400570,JEFFERSON COUNTY SCHOOLS,590,85,2,PS,4,PS,58,GE90,35,80-89,3,PS,488,84,78,65-69,236,75-79,25,GE80
WEST VIRGINIA,54,5400600,KANAWHA COUNTY SCHOOLS,2127,72,2,PS,36,GE90,245,65-69,15,GE50,,,1829,73,270,40-44,1196,65,16,GE80
WEST VIRGINIA,54,5400630,LEWIS COUNTY SCHOOLS,233,72,,,1,PS,2,PS,3,PS,,,227,70-74,41,50-59,145,60-64,,
WEST VIRGINIA,54,5400660,LINCOLN COUNTY SCHOOLS,235,81,,,,,2,PS,,,,,233,80-84,44,60-69,160,80-84,,
WEST VIRGINIA,54,5400690,LOGAN COUNTY SCHOOLS,453,77,,,,,15,GE50,,,,,438,78,49,40-49,272,70-74,,
WEST VIRGINIA,54,5400720,MARION COUNTY SCHOOLS,569,84,,,1,PS,29,GE80,2,PS,,,537,84,67,55-59,301,76,2,PS
WEST VIRGINIA,54,5400750,MARSHALL COUNTY SCHOOLS,393,87,,,1,PS,7,GE50,3,PS,,,382,87,52,60-69,212,80-84,,
WEST VIRGINIA,54,5400780,MASON COUNTY SCHOOLS,325,83,,,2,PS,4,PS,1,PS,,,318,83,72,65-69,188,75-79,3,PS
WEST VIRGINIA,54,5400810,MCDOWELL COUNTY SCHOOLS,282,72,,,,,32,80-89,,,,,249,70-74,67,60-64,249,70-74,,
WEST VIRGINIA,54,5400840,MERCER COUNTY SCHOOLS,661,77,2,PS,1,PS,78,70-74,2,PS,,,578,77,89,55-59,420,69,,
WEST VIRGINIA,54,5400870,MINERAL COUNTY SCHOOLS,305,89,,,,,11,GE50,1,PS,,,293,85-89,57,60-69,156,80-84,,
WEST VIRGINIA,54,5400900,MINGO COUNTY SCHOOLS,304,82,,,,,6,GE50,1,PS,,,297,80-84,40,60-69,209,80-84,,
WEST VIRGINIA,54,5400930,MONONGALIA COUNTY SCHOOLS,841,81,1,PS,18,GE80,36,60-69,6,GE50,1,PS,779,81,134,50-54,352,65,17,GE80
WEST VIRGINIA,54,5400960,MONROE COUNTY SCHOOLS,164,80-84,,,,,2,PS,3,PS,,,159,80-84,28,60-79,114,75-79,,
WEST VIRGINIA,54,5400990,MORGAN COUNTY SCHOOLS,218,91,,,,,6,GE50,1,PS,,,211,90-94,29,60-79,126,90-94,1,PS
WEST VIRGINIA,54,5401020,NICHOLAS COUNTY SCHOOLS,331,87,,,,,4,PS,,,,,327,87,77,70-74,200,80-84,,
WEST VIRGINIA,54,5401050,OHIO COUNTY SCHOOLS,419,86,1,PS,3,PS,33,80-89,,,,,382,86,46,50-59,207,75-79,,
WEST VIRGINIA,54,5401080,PENDLETON COUNTY SCHOOLS,85,80-84,,,,,1,PS,1,PS,,,83,80-84,13,GE50,45,70-79,,
WEST VIRGINIA,54,5401110,PLEASANTS COUNTY SCHOOLS,113,90-94,,,,,,,,,,,113,90-94,11,GE50,58,80-89,,
WEST VIRGINIA,54,5401140,POCAHONTAS COUNTY SCHOOLS,86,90-94,,,,,1,PS,,,,,85,85-89,13,GE50,63,85-89,,
WEST VIRGINIA,54,5401170,PRESTON COUNTY SCHOOLS,372,78,,,,,4,PS,,,,,368,78,72,55-59,227,70-74,,
WEST VIRGINIA,54,5401200,PUTNAM COUNTY SCHOOLS,666,82,,,5,PS,15,GE50,,,,,646,82,130,50-54,269,65-69,,
WEST VIRGINIA,54,5401230,RALEIGH COUNTY SCHOOLS,933,82,,,5,PS,108,80-84,5,PS,,,814,82,98,60-64,528,77,1,PS
WEST VIRGINIA,54,5401260,RANDOLPH COUNTY SCHOOLS,327,76,1,PS,2,PS,3,PS,,,,,321,75,55,40-49,210,70-74,,
WEST VIRGINIA,54,5401290,RITCHIE COUNTY SCHOOLS,116,80-84,,,1,PS,,,1,PS,,,114,80-84,19,60-79,64,75-79,,
WEST VIRGINIA,54,5401320,ROANE COUNTY SCHOOLS,173,75-79,,,,,2,PS,,,,,170,75-79,33,60-69,111,70-74,,
WEST VIRGINIA,54,5401350,SUMMERS COUNTY SCHOOLS,125,75-79,,,,,3,PS,1,PS,,,121,75-79,23,60-79,89,70-74,,
WEST VIRGINIA,54,5401380,TAYLOR COUNTY SCHOOLS,162,70-74,1,PS,,,2,PS,,,,,159,70-74,32,60-69,95,60-64,,
WEST VIRGINIA,54,5401410,TUCKER COUNTY SCHOOLS,89,85-89,,,,,,,,,,,88,90-94,11,GE50,66,85-89,,
WEST VIRGINIA,54,5401440,TYLER COUNTY SCHOOLS,110,90-94,,,,,,,,,,,110,90-94,24,60-79,78,85-89,,
WEST VIRGINIA,54,5401470,UPSHUR COUNTY SCHOOLS,306,73,1,PS,2,PS,2,PS,2,PS,,,299,70-74,64,55-59,177,60-64,,
WEST VIRGINIA,54,5401500,WAYNE COUNTY SCHOOLS,541,76,,,1,PS,9,LT50,2,PS,,,529,77,114,65-69,324,71,1,PS
WEST VIRGINIA,54,5401530,WEBSTER COUNTY SCHOOLS,132,80-84,,,,,,,,,,,132,80-84,20,40-59,105,75-79,,
WEST VIRGINIA,54,5401560,WETZEL COUNTY SCHOOLS,224,88,,,2,PS,1,PS,,,,,221,85-89,48,80-89,118,80-84,,
WEST VIRGINIA,54,5401590,WIRT COUNTY SCHOOLS,77,90-94,,,,,,,,,,,77,90-94,11,GE50,41,GE90,,
WEST VIRGINIA,54,5401620,WOOD COUNTY SCHOOLS,952,81,,,9,GE50,16,60-79,6,GE50,,,921,81,130,60-64,474,70,2,PS
WEST VIRGINIA,54,5401650,WYOMING COUNTY SCHOOLS,268,79,,,,,6,GE50,,,,,262,75-79,41,60-69,185,75-79,,
WISCONSIN,55,5500016,Blair-Taylor School District,56,80-89,,,,,,,,,,,56,80-89,12,GE50,23,GE80,1,PS
WISCONSIN,55,5500017,River Ridge School District,46,80-89,,,,,,,,,,,46,80-89,11,GE50,15,GE50,,
WISCONSIN,55,5500030,Abbotsford School District,39,GE90,,,,,1,PS,12,GE50,,,26,GE80,5,PS,22,GE80,8,GE50
WISCONSIN,55,5500042,Milwaukee Academy of Science Agency,20,GE80,,,,,20,GE80,,,,,,,2,PS,18,GE80,,
WISCONSIN,55,5500050,Tenor High School Agency,51,GE90,1,PS,1,PS,22,GE80,24,GE80,,,3,PS,5,PS,41,GE90,,
WISCONSIN,55,5500056,Gresham School District,20,GE80,2,PS,,,,,,,,,18,GE80,2,PS,1,PS,,
WISCONSIN,55,5500058,Chequamegon School District,81,90-94,2,PS,3,PS,1,PS,,,,,75,90-94,2,PS,42,80-89,3,PS
WISCONSIN,55,5500060,Adams-Friendship Area School District,146,85-89,1,PS,2,PS,2,PS,5,PS,,,136,90-94,24,60-79,8,LT50,,
WISCONSIN,55,5500061,Chetek-Weyerhaeuser Area School District,75,90-94,,,2,PS,1,PS,2,PS,,,70,90-94,10,GE50,8,GE50,,
WISCONSIN,55,5500064,Veritas High Agency,46,GE90,,,1,PS,1,PS,33,GE90,,,11,GE50,3,PS,33,GE90,2,PS
WISCONSIN,55,5500066,CEO Leadership Academy Agency,32,80-89,,,,,30,GE80,2,PS,,,,,7,GE50,31,80-89,,
WISCONSIN,55,5500120,Albany School District,25,GE80,,,,,,,1,PS,,,24,GE80,,,8,GE50,1,PS
WISCONSIN,55,5500150,Algoma School District,54,GE90,,,,,1,PS,1,PS,,,51,GE90,5,PS,10,GE50,,
WISCONSIN,55,5500180,Alma School District,25,GE80,,,1,PS,,,,,,,24,GE80,4,PS,7,GE50,,
WISCONSIN,55,5500210,Alma Center School District,38,GE90,,,,,,,5,PS,,,33,GE90,2,PS,13,GE50,2,PS
WISCONSIN,55,5500240,Almond-Bancroft School District,39,GE90,,,1,PS,,,,,,,37,GE90,6,GE50,3,PS,1,PS
WISCONSIN,55,5500270,Altoona School District,98,GE95,,,7,GE50,2,PS,5,PS,,,84,90-94,11,GE50,31,80-89,1,PS
WISCONSIN,55,5500300,Amery School District,131,90-94,2,PS,2,PS,,,4,PS,,,123,90-94,22,60-79,27,60-79,1,PS
WISCONSIN,55,5500330,Tomorrow River School District,71,GE95,,,1,PS,1,PS,,,,,69,GE95,2,PS,10,GE50,,
WISCONSIN,55,5500360,Antigo Unified School District,224,89,5,PS,1,PS,2,PS,2,PS,,,214,90-94,37,70-79,117,85-89,,
WISCONSIN,55,5500390,Appleton Area School District,1247,87,18,40-59,151,90-94,51,60-69,69,75-79,,,958,89,134,60-64,354,76,46,70-79
WISCONSIN,55,5500420,Arcadia School District,80,GE95,,,1,PS,1,PS,11,GE50,,,67,GE95,10,GE50,24,GE80,6,GE50
WISCONSIN,55,5500450,Argyle School District,31,GE90,,,,,,,2,PS,,,29,GE80,3,PS,2,PS,,
WISCONSIN,55,5500510,Ashland School District,189,85-89,36,70-79,6,GE50,1,PS,,,,,146,90-94,15,LT50,5,PS,,
WISCONSIN,55,5500540,Ashwaubenon School District,246,92,4,PS,7,GE50,6,GE50,10,GE50,,,219,90-94,33,60-69,43,70-79,5,PS
